client_uuid,company_size,industry,subindustry,company_type,country,state,city,zip_code
694,Medium,Import/Export,misc,Partnership,PHILIPPINES,Zamboanga,Pagadian,7016
695,Medium,Healthcare,Medical Equipment,PARTNERSHIP,Philippines,Davao,,8105
696,large ,manufacturing,Call Center,Corporation,Philippines,Iloilo,davao ,6100
697,Large,food&beverage,Automotive,Cooperative,Philippines,Iloilo,Bacolod,5800
698,,Telecommunications,Mobile Services,N/A,PH,Cebu,,6015
699,Small,construction ,TEXTILES,sole prop,Philippines,iloilo ,Davao City,8100
700,Small,Telecommunications,Cable TV,Sole Proprietorship,Philippines,Unknown,Roxas,6100
701,Large,RETAIL TRADE,Web Design,Partnership,Philippines,Zamboanga,Zamboanga City,7016
702,large ,,Training Center,LLC,Philippines,Cebu,Unknown,6015
703,Small,Real Estate,electronics,Partnership,Philippines,Iloilo,Roxas,5600
704,med,,Microfinance,LLC,Pilipinas,,Dipolog,7000
705,Medium,Other,Private School,PARTNERSHIP,Philippines,Iloilo, cebu city,5800
706,Large,Import/Export,Industrial Equipment,Sole Proprietorship,Philippines,Metro Manila,Mandaluyong,1200
707,Large,N/A,Catering,LLC,Philippines,iloilo ,Toledo,6045
708,lg, Technology,Renovation,Sole Proprietorship,N/A,Zamboanga,Zamboanga City,7000
709,Small,construction ,Residential,Cooperative,ph,CEBU, cebu city,6100
710,Medium,Import/Export,N/A,Sole Proprietorship,Philippines,Iloilo,Iloilo City,5600
711,Small,Financial Services,Money Exchange,Sole Proprietorship,Philippines,metro manila,Pagadian,7100
712,Small,Agriculture,Fishery,Corporation,Philippines,Zamboanga,Pagadian,7016
713,Small,RETAIL TRADE,Rice Farming,PARTNERSHIP,Philippines,Metro Manila,manila,1630
714,Small,Financial Services,Investment,N/A,philippines,Iloilo,Roxas,5000
715,Small,Food & Beverage,Food Truck,LLC,ph,Iloilo,Roxas,5000
716,Small,Construction,Residential,Corporation,Philippines,metro manila,Taguig,1100
717,Large,Financial Services,Remittance,Corporation,Philippines,Iloilo,Iloilo City,5600
718,Small, Technology,Consumer Goods,Partnership,N/A,Metro Manila,Makati,1200
719,med,food&beverage,misc,LLC, Philippines,N/A,Caloocan,1100
720,Unknown,construction ,misc,Partnership,Philippines,Metro Manila,Makati,1400
721,Large,Real Estate,Development,LLC,Philippines,Iloilo,Roxas,5000
722,Medium,,Web Design,LLC,Philippines,Cebu,Cebu City,6015
723,Small,Financial Services,Money Exchange,LLC, Philippines,Zamboanga,Dipolog,7000
724,Large,Retail Trade,Electronics Store,Corporation,N/A,Metro Manila,Quezon City,1200
725,Large,Real Estate,Residential,Cooperative,Philippines,CEBU,davao ,5600
726,Micro,construction ,other,Cooperative,Philippines,CEBU,Davao City,8000
727,Large,,Internet Provider,,Philippines,Metro Manila,Mandaluyong,1550
728,Medium,Telecommunications,,Corporation,PHILIPPINES,,Zamboanga City,7000
729,Small,Import/Export,Electronics,corporation,Philippines,Iloilo,QUEZON CITY,5000
730,Unknown,RETAIL TRADE,Industrial Equipment,corporation,Pilipinas,Cebu,Lapu-Lapu,6014
731,Large,Technology,,N/A,Philippines,Davao,Davao City,8000
732,N/A,N/A,grocery ,Partnership,Philippines, Davao,Pasig,1400
733,Small,Manufacturing,,Corporation,Philippines,iloilo ,Pasay,1630
734,Micro,Import/Export,Industrial Equipment,Sole Proprietorship,Philippines,Cebu,,6038
735,Large,Manufacturing,Electronics, LLC,PH,Davao,Davao City,8119
736,Medium,Healthcare,Dental,PARTNERSHIP,Philippines,Unknown,N/A,5800
737,Small,Telecommunications,grocery ,Cooperative,Philippines,metro manila,Pagadian,7000
738,Small,Retail Trade,Electronics Store,Partnership,Philippines,Davao,Tagum,8105
739,Unknown, Technology,Hardware,Partnership,Philippines,N/A,QUEZON CITY,8000
740,Medium,Agriculture, software,Corporation,Philippines,Zamboanga,Zamboanga City,7016
741,,Tourism & Hospitality,Resort,Corporation,PHILIPPINES,Cebu,Toledo,6045
742,Medium,manufacturing,Tutorial,,Philippines,Zamboanga,manila,7100
743,lg,Financial Services,Investment,sole prop,Philippines,metro manila,Kalibo,5000
744,Large,Telecommunications,, LLC,Philippines,Iloilo,manila,5600
745,Medium,Technology,Digital Marketing,corporation,Philippines,Iloilo,Bacolod,5000
746,Large,Technology, software,Cooperative,Philippines,Iloilo,N/A,6100
747,Micro, Technology,electronics,Sole Proprietorship,Philippines,Zamboanga,Zamboanga City,7000
748,Small,Retail Trade,Clothing,LLC,Pilipinas,iloilo ,davao ,5800
749,lg,Retail Trade,Pharmacy,Inc.,ph,Iloilo,N/A,5600
750,Medium,Construction,other,Sole Proprietorship,Philippines,Davao,Digos,8002
751,MEDIUM,Transportation,Logistics,sole prop,ph,Davao,manila,8119
752,Unknown,Import/Export,Industrial Equipment,PARTNERSHIP,Philippines,Metro Manila,Las Piñas,1100
753,Small,,Materials Supply,Partnership,Philippines,Iloilo,Roxas,6100
754,Medium,Construction,Residential,Sole Proprietorship,Philippines,Cebu,Talisay,6038
755,lg,Retail Trade,Clothing,corporation,Philippines,Davao,N/A,8100
756,Small,Tourism & Hospitality,Travel Agency,Sole Proprietorship,Philippines,Unknown,Talisay,6014
757,Large,Construction,Infrastructure,Sole Proprietorship,Philippines, Davao,N/A,7000
758,Medium,Tourism & Hospitality,Resort,Partnership,,Zamboanga, cebu city,7000
759,Medium,Food & Beverage,Food Truck,Sole Proprietorship,PH,Iloilo,QUEZON CITY,6100
760,Small,Technology,misc,N/A,Philippines,Zamboanga,Dipolog,7000
761,Micro,Tourism & Hospitality,Travel Agency,Partnership,Philippines,, cebu city,6015
762,Large,Education,Private School,,Philippines,N/A,Kalibo,6100
763,Unknown,Construction,Residential,corporation,Philippines,Zamboanga,QUEZON CITY,7000
764,Medium,Import/Export,Industrial Equipment,Cooperative,Philippines,Unknown,Cebu City,6014
765,Micro,Healthcare,Laboratory,Partnership,Philippines,Metro Manila,N/A,1600
766,,Telecommunications,Call Center,Cooperative,Philippines,Iloilo,Kalibo,5800
767,Micro,Construction,Renovation,Partnership,N/A,Davao,Samal,8000
768,Large,Education,Vocational,corporation,PH,,N/A,6045
769,Large,Real Estate,Commercial,Partnership,Philippines,Zamboanga,Dipolog,7016
770,Micro,Technology,TEXTILES,Sole Proprietorship,Philippines,Davao,,8002
771,lg,food&beverage,grocery ,PARTNERSHIP,Philippines,Metro Manila,Makati,1400
772,Micro,Transportation,other,LLC,Philippines,Metro Manila,Caloocan,1600
773,Medium,Tourism & Hospitality,TEXTILES,LLC,Philippines,metro manila,Digos,8119
774,Large,Education,, LLC,Philippines,Unknown,Pagadian,7016
775,Small,construction ,Physical Therapy,LLC,Philippines, Davao,,1100
776,Large,Retail Trade,N/A,LLC,Philippines,Iloilo,N/A,5600
777,Medium,,Tutorial,LLC,philippines,Unknown,N/A,7000
778,Small,Tourism & Hospitality,Travel Agency,Corporation,,Davao,Panabo,8119
779,Micro,Other,Furniture,PARTNERSHIP,ph,Zamboanga,Pagadian,7016
780,Large,Tourism & Hospitality,Resort,Cooperative,Philippines,iloilo ,Makati,1400
781,Medium,Healthcare,,Sole Proprietorship,Philippines,Iloilo,Kalibo,5600
782,Small,RETAIL TRADE,Public Transport,N/A,Philippines,N/A,Toledo,6014
783,lg,Retail Trade,misc,Corporation,Philippines,Zamboanga,Zamboanga City,7100
784,Micro,manufacturing,Restaurant,Sole Proprietorship,Philippines,Davao,,8105
785,Micro,Construction,TEXTILES,Partnership,Philippines,Davao,davao ,8105
786,Medium,Import/Export,Consumer Goods,,Philippines,Cebu,Mandaue,6015
787,,Other,,LLC,Philippines,Metro Manila,Taguig,1550
788,Medium,Real Estate,Property Management,sole prop,N/A,Cebu,Lapu-Lapu,6015
789, Small,Telecommunications,electronics,Partnership,Philippines,Zamboanga, cebu city,7100
790,Micro,Other,electronics,LLC,Philippines,Zamboanga,Pagadian,7100
791,Small,Healthcare,Medical Equipment,Partnership,Philippines,N/A,Lapu-Lapu,6045
792,Micro,Food & Beverage, software,Sole Proprietorship,Philippines,CEBU,Muntinlupa,1630
793,Medium,RETAIL TRADE,TEXTILES,LLC,Philippines,metro manila,,1100
794,Large,Other,Electronics,corporation,Philippines,Davao,Panabo,8000
795,Large,RETAIL TRADE,other,Cooperative,Philippines,Unknown,N/A,1100
796,Small,Telecommunications,Call Center,corporation,Philippines,CEBU,manila,1740
797,Micro,Manufacturing,Automotive Parts,Cooperative,Philippines,Metro Manila,Muntinlupa,1600
798,Large,Retail Trade,Pharmacy,sole prop,ph,Iloilo,Kalibo,5600
799,Medium,Manufacturing,Furniture,Partnership, Philippines,Davao,Digos,8119
800,Medium,RETAIL TRADE,Call Center,Inc.,Philippines,Zamboanga,Pagadian,7000
801,Medium,Telecommunications,Call Center,Partnership,Philippines,Zamboanga,Zamboanga City,7016
802,Large,Healthcare,TEXTILES,Corporation,Philippines,Iloilo,,6100
803,Small,Healthcare,Medical Equipment,Corporation,Philippines,iloilo ,Mandaue,6038
804,Small,Food & Beverage,Bakery,Partnership,Philippines,Iloilo,Kalibo,5800
805,Micro,Retail Trade,Grocery,Corporation,Philippines,Iloilo,Kalibo,5600
806,small, Technology,Network Equipment,Sole Proprietorship,ph,N/A,Zamboanga City,7016
807,Micro,Education,,Partnership,Philippines,CEBU,Unknown,1200
808,MEDIUM,Education,Training Center,PARTNERSHIP,Philippines,Cebu,Mandaue,6038
809,small,Import/Export,Consumer Goods,sole prop,Philippines,Metro Manila,Caloocan,1770
810,Small,food&beverage,Rice Farming,PARTNERSHIP,Philippines,Metro Manila,davao ,1000
811,Small,Other,Food Products,,Philippines,Metro Manila,Taguig,1740
812,N/A,Real Estate,Property Management,Sole Proprietorship,Philippines,Davao,,8119
813,Small,Food & Beverage,grocery ,Sole Proprietorship,Philippines,Metro Manila, cebu city,1630
814,Large,Healthcare,Dental,Corporation, Philippines,Zamboanga, cebu city,7016
815,Small,Retail Trade,grocery ,,Philippines,Zamboanga,Pagadian,7100
816,Medium,Financial Services,Investment,Cooperative,Philippines,Cebu,Talisay,6038
817,large ,Retail Trade,Pharmacy,Partnership,Philippines,,Unknown,1600
818,Medium,Construction,Renovation,sole prop,PH,Iloilo,Kalibo,5600
819,Small,manufacturing,N/A,Sole Proprietorship,Philippines,iloilo ,Dipolog,7000
820,MEDIUM,Retail Trade,Pharmacy,Partnership,Philippines,Iloilo,Kalibo,5800
821,large ,Construction,Infrastructure,Cooperative,Philippines,Unknown,Dipolog,7100
822,Unknown,Retail Trade,Grocery,coop,Philippines,N/A,N/A,1300
823,Medium,Healthcare,Laboratory,sole prop,Philippines,Cebu,Talisay,6000
824,Large,manufacturing,Infrastructure,LLC,Philippines,CEBU,Zamboanga City,7000
825,Micro,Financial Services,Remittance,LLC,Philippines,Iloilo,manila,5000
826,small,Education,Online Education,corporation,Philippines,Davao,Samal,8000
827,Small,Telecommunications,electronics,LLC,Philippines,Iloilo,Roxas,5000
828,Medium,Agriculture,Fishery,Corporation,Philippines,metro manila,Digos,8100
829,Large,Manufacturing,Automotive Parts,,,Metro Manila,N/A,1600
830,,Healthcare,Medical Equipment,,Philippines,Davao,N/A,8000
831,Large,Food & Beverage,Catering,Corporation,Philippines,Davao,Davao City,8119
832,Medium,Retail Trade,TEXTILES,Sole Proprietorship,Philippines,Zamboanga,Dipolog,7016
833,Unknown,Education,Private School,N/A,Philippines,metro manila,Muntinlupa,1770
834,Micro,Healthcare,grocery ,,,Iloilo,Kalibo,5800
835, Small,Tourism & Hospitality,Resort,Corporation,Philippines,Cebu,manila,6038
836,Small,Technology,Web Design,Partnership, Philippines,Iloilo,Bacolod,5600
837,Large,Education,Training Center,corporation,Philippines,Unknown,Manila,1770
838,Micro,Other,Industrial Equipment,Corporation,,Iloilo,N/A,5000
839,Large,Manufacturing,Electronics,LLC,Pilipinas,Cebu,Lapu-Lapu,6014
840,Small,Transportation,Car Rental,Sole Proprietorship, Philippines,Zamboanga,N/A,7100
841,Micro,Agriculture,grocery ,Partnership,philippines,CEBU,,5000
842,N/A,manufacturing,misc,Cooperative,PHILIPPINES,Iloilo,Iloilo City,5000
843,Micro,Real Estate,Commercial,Partnership,,Zamboanga,N/A,7016
844,MEDIUM,Healthcare,Physical Therapy,Corporation,Pilipinas,Cebu,Talisay,6038
845,Unknown,Financial Services,Microfinance,Partnership,Philippines,Metro Manila,Taguig,1000
846,Medium,Import/Export,other,LLC,PH,Metro Manila,Muntinlupa,1550
847,Micro,Telecommunications,Call Center,Sole Proprietorship,Philippines,Zamboanga,manila,7016
848,Large,Transportation,Trucking,corporation,Philippines,CEBU,Dipolog,7100
849,MEDIUM,Transportation,,Sole Proprietorship,Philippines,Metro Manila,N/A,1400
850,Micro,Agriculture,Fishery,Sole Proprietorship,Pilipinas,Zamboanga,Zamboanga City,7100
851,Medium,Food & Beverage,Restaurant,Sole Proprietorship,Philippines,Cebu,Cebu City,6038
852,Small,Transportation,N/A,Sole Proprietorship,,Metro Manila,Pasay,1740
853,Medium,Agriculture,Agricultural Supply,Sole Proprietorship,Philippines,CEBU,Talisay,6014
854,Micro,Healthcare,Physical Therapy,Corporation,Philippines,Iloilo,Bacolod,6100
855,,,Electronics Store,Sole Proprietorship,Philippines,Iloilo,davao ,6100
856,med,,Textiles,LLC,Philippines,Zamboanga,Dipolog,7100
857,MEDIUM,manufacturing,TEXTILES,Inc.,Philippines,Davao,Samal,8119
858,Medium,Agriculture,Organic Farming,Partnership,philippines,Iloilo,Kalibo,5000
859,Large,Import/Export,,corporation,ph,Iloilo,Bacolod,6100
860,Large,Technology,,LLC,ph,,davao ,8000
861,Micro,Manufacturing,other, LLC,,Unknown,Pagadian,7016
862,Micro,manufacturing,other,Cooperative, Philippines,Iloilo,,6100
863,lg,Transportation,Delivery Services,,Philippines,CEBU,Tagum,8000
864,Medium,Financial Services,,LLC,Philippines,N/A,Bacolod,6100
865,small,Manufacturing,Food Processing,Sole Proprietorship,Philippines,Davao,Davao City,8000
866,large ,Food & Beverage,Catering,LLC,PHILIPPINES,Cebu,QUEZON CITY,6014
867, Small,Retail Trade,Grocery,Partnership, Philippines,Zamboanga,Zamboanga City,7100
868,Small,Manufacturing,grocery ,Partnership, Philippines,CEBU,Quezon City,1400
869,MEDIUM,RETAIL TRADE,Money Exchange,Cooperative,Philippines,Iloilo,QUEZON CITY,6100
870,large ,Import/Export,Industrial Equipment,Partnership,PHILIPPINES,Iloilo,davao ,5600
871,Micro,Import/Export,grocery ,Corporation,Philippines,Metro Manila,Pasay,1200
872,large ,Other, software,Corporation,philippines,iloilo ,Pasay,1400
873,Medium,Manufacturing,grocery ,Cooperative,Philippines,Cebu,Talisay,6000
874,small,Food & Beverage,Food Truck,, Philippines,,Talisay,6038
875,Large,manufacturing,Grocery,Cooperative,ph,Cebu,Talisay,6000
876,Small,Food & Beverage,Bakery,corporation,,Cebu,Lapu-Lapu,6000
877,Micro,Import/Export,misc,Cooperative,Philippines,Davao,Samal,8119
878,Micro,Agriculture,Organic Farming,Corporation,Philippines,Cebu,Toledo,6014
879,Medium,Other,Rice Farming,Sole Proprietorship,Philippines,Metro Manila,davao ,1400
880,med,Food & Beverage,Coffee Shop,Cooperative,,Metro Manila, cebu city,1740
881,Small,Food & Beverage,Restaurant,Sole Proprietorship,Philippines,N/A,QUEZON CITY,8000
882,Small,Tourism & Hospitality,electronics,Sole Proprietorship,Philippines,metro manila,QUEZON CITY,6100
883,Small,food&beverage,, LLC,Philippines, Davao,Kalibo,6100
884,Micro,Import/Export,Electronics,,Philippines,Iloilo,Iloilo City,5600
885,Medium, Technology,Renovation,Cooperative,Philippines,Zamboanga,N/A,7100
886,Medium,Real Estate,grocery ,corporation,Philippines,Iloilo,Bacolod,5600
887,Medium,Education,misc,Partnership,Philippines,Cebu,Talisay,6000
888,Large,Food & Beverage,other,Sole Proprietorship,Philippines,N/A,Zamboanga City,7016
889,,Other,other,Inc.,Philippines,Unknown,Muntinlupa,1630
890,Medium,Financial Services,Investment,Corporation,Philippines,Metro Manila, cebu city,1100
891,,N/A,Vocational, LLC,Philippines,Cebu,QUEZON CITY,6000
892,Large,Manufacturing,grocery ,Corporation,philippines,Unknown,Davao City,8100
893,Medium,,Grocery,Partnership, Philippines,N/A,Bacolod,5800
894,Large,Retail Trade,N/A,Sole Proprietorship,Philippines,Metro Manila,QUEZON CITY,1600
895,,,IT Services,LLC,Philippines,iloilo ,davao ,6100
896,Micro,Other,Property Management,,Pilipinas,Zamboanga,Zamboanga City,7016
897, Small,Agriculture,Organic Farming,corporation,Philippines,Davao,Davao City,8100
898,Large,Agriculture,electronics,Partnership,PHILIPPINES,Iloilo,N/A,5000
899,small,Technology,E-commerce,corporation,Philippines,Metro Manila,manila,1300
900,Micro,Tourism & Hospitality,Hotel,Sole Proprietorship,Philippines,Davao,Panabo,8000
901,Medium,manufacturing,Software Development,Sole Proprietorship,Philippines,iloilo ,Caloocan,1000
902,Unknown,Tourism & Hospitality,Restaurant,Cooperative,Philippines,Davao,Panabo,8119
903,lg,Healthcare, software,N/A,Philippines,Iloilo,QUEZON CITY,5000
904,MEDIUM,food&beverage,Electronics,LLC,Pilipinas,,Toledo,6015
905,,food&beverage,Public Transport,Cooperative,Philippines,CEBU,Makati,1740
906,Small,Food & Beverage,electronics,Cooperative,Philippines,Davao,Samal,8100
907,Unknown,Construction,Infrastructure,N/A,PHILIPPINES,Metro Manila,Taguig,1600
908,lg,food&beverage,Restaurant,Partnership,PHILIPPINES,Metro Manila,Muntinlupa,1770
909,Medium,Education,Training Center,,Philippines,Davao,Digos,8000
910,Medium,Education, software,LLC,philippines,Cebu,Cebu City,6038
911,Micro,Tourism & Hospitality,Event Planning,LLC,Philippines, Davao,Talisay,6015
912,Micro,manufacturing,Car Rental,Corporation,Philippines,Cebu,Talisay,6045
913,Small,Education,Tutorial,N/A,Philippines, Davao,Tagum,8000
914,Micro,food&beverage,Call Center,Sole Proprietorship,Philippines,Cebu,Mandaue,6000
915,Micro,Food & Beverage,Restaurant,PARTNERSHIP,Philippines,Iloilo,davao ,5000
916,lg,Education,Training Center,N/A,philippines,,Pagadian,7016
917,Large,Education,Training Center,Corporation,PHILIPPINES,Davao,Davao City,8002
918,N/A,Tourism & Hospitality,Restaurant,Sole Proprietorship,Philippines,Cebu,Toledo,6038
919,Medium,,Laboratory, LLC,, Davao,Unknown,5000
920,Medium,Tourism & Hospitality,Travel Agency,Cooperative, Philippines,Zamboanga,Pagadian,7016
921,large ,RETAIL TRADE,Trucking,Cooperative,Philippines,Iloilo,Iloilo City,5000
922,Medium,Technology,IT Services,LLC,Philippines,Iloilo,Kalibo,6100
923,Medium,N/A,Private School,N/A,philippines,Zamboanga,manila,7100
924,Large,Manufacturing,Automotive Parts,coop,Philippines,Cebu,Cebu City,6014
925,Micro,Transportation,TEXTILES,Partnership,Philippines,N/A,Mandaue,6000
926,small,N/A,TEXTILES,Inc.,Philippines,Iloilo,Bacolod,5000
927,Large,Agriculture,Livestock,Sole Proprietorship,Philippines,CEBU,Kalibo,5800
928,med,Retail Trade,electronics,Sole Proprietorship,Philippines,Zamboanga,Zamboanga City,7016
929,small,Healthcare,Clinic,Corporation,Philippines,Cebu,Toledo,6015
930,Small,Tourism & Hospitality,Travel Agency,Partnership,Philippines,Iloilo,Bacolod,5800
931,Small, Technology,Consumer Goods,Cooperative,PH,Iloilo,manila,6100
932,lg,Education,Private School,Cooperative,Philippines,Cebu,Mandaue,6038
933,N/A,Retail Trade,Clothing, LLC,Philippines,Iloilo,manila,5800
934,Small,Transportation,Public Transport,Cooperative,Philippines,Iloilo, cebu city,6100
935,Micro,Financial Services,Microfinance,N/A,Philippines, Davao,Talisay,6014
936,Small,Telecommunications,electronics,Inc.,Philippines,Zamboanga,Zamboanga City,7100
937, Small,Agriculture, software,Partnership,Philippines,iloilo ,Tagum,8100
938,Large,Healthcare,Clinic,N/A,Philippines,Iloilo,Roxas,6100
939,med,Import/Export,Electronics,corporation,Philippines,Cebu,Lapu-Lapu,6038
940,Micro,RETAIL TRADE,Development,coop,Philippines,CEBU,Talisay,6045
941,Large,N/A,Microfinance, LLC,Philippines,,Dipolog,7000
942,Medium,Manufacturing,other,PARTNERSHIP,Philippines, Davao,Tagum,8105
943,Large,manufacturing,N/A,Inc.,N/A,Zamboanga,N/A,7000
944, Small,Import/Export,Consumer Goods,Partnership,Philippines,iloilo ,Pasay,1300
945,Medium,Other,Hotel,Partnership,Philippines,Iloilo,Iloilo City,5800
946,Medium, Technology,Property Management,Corporation,Philippines,Metro Manila,Makati,1600
947,med,N/A,Hotel,Cooperative,N/A,Iloilo,Bacolod,5600
948,Large,Agriculture,Fishery,LLC,Philippines,, cebu city,1100
949,,Telecommunications,electronics,Partnership,Philippines,Cebu,manila,6045
950,Medium,Import/Export,Electronics,PARTNERSHIP,Philippines, Davao,N/A,1630
951,Micro,Technology,Digital Marketing, LLC,ph,Iloilo,Roxas,5800
952,Micro, Technology,Investment,LLC,Philippines,Zamboanga,N/A,7100
953,Micro,manufacturing,Livestock,Corporation,philippines,Zamboanga,Dipolog,7100
954,Medium,Food & Beverage,,Corporation,Philippines,N/A,Bacolod,5800
955,Micro,Manufacturing,TEXTILES,Partnership,Philippines,Cebu,Cebu City,6045
956,Large,food&beverage,Electronics,Cooperative,Philippines,iloilo ,Unknown,6038
957,Medium,Construction,Materials Supply,corporation,Philippines,Cebu,Mandaue,6000
958,Large,Real Estate,Commercial,Sole Proprietorship,PHILIPPINES,Zamboanga,,7000
959,Small,Real Estate,TEXTILES,Cooperative,Philippines,Davao,Tagum,8105
960,Medium,Telecommunications,Cable TV,coop,Philippines,Davao,davao ,8002
961,Medium,Telecommunications,Network Equipment,Cooperative,Philippines,Metro Manila,QUEZON CITY,1600
962,Small,Education,Vocational,Cooperative,Philippines,iloilo ,,1100
963,Medium,Telecommunications,Internet Provider,Partnership,,N/A,Las Piñas,1630
964,Unknown,Transportation,Delivery Services,coop,PH,Davao,manila,8105
965, Small,Real Estate,Development,Partnership,N/A,Metro Manila,manila,1200
966,MEDIUM,RETAIL TRADE,Agricultural Supply,Inc.,Philippines,Zamboanga,Pagadian,7100
967,large ,Transportation,Delivery Services,Sole Proprietorship,Philippines, Davao,Iloilo City,6100
968,,Transportation,Car Rental,N/A,Philippines,Iloilo,Kalibo,5000
969,Medium,Food & Beverage,Coffee Shop,corporation,Philippines,Davao,Unknown,8119
970,lg,Telecommunications,N/A, LLC, Philippines,metro manila,Mandaluyong,1600
971,,Construction,other,Sole Proprietorship,Philippines,iloilo ,Panabo,8105
972,Large,Transportation,Public Transport,LLC, Philippines,Davao,Digos,8105
973,Micro,Healthcare,Dental,Cooperative,Philippines, Davao,Cebu City,6038
974,,Financial Services,N/A,Partnership,ph,Iloilo,Bacolod,6100
975,Micro,Tourism & Hospitality,Event Planning,Sole Proprietorship,ph,Davao,Unknown,8105
976,lg,Technology,grocery ,Sole Proprietorship,PHILIPPINES,metro manila,Digos,8105
977,Small,manufacturing,Commercial,Sole Proprietorship,Philippines,Unknown,N/A,8002
978,Large,Construction,Renovation,, Philippines,Unknown,,6015
979,Medium,Other,grocery ,Corporation,PHILIPPINES,Zamboanga,QUEZON CITY,7016
980,small,Education,Private School,Corporation,Philippines,Davao,davao ,8105
981,N/A,Retail Trade,Pharmacy,Cooperative,N/A,Iloilo,Roxas,6100
982,Large, Technology,Internet Provider,N/A, Philippines,Metro Manila,manila,1550
983,Medium,Import/Export,electronics,corporation,Philippines,Metro Manila,Caloocan,1740
984,Large,Technology,Web Design,Sole Proprietorship,Philippines,Iloilo,Bacolod,5800
985,Micro,Import/Export,Electronics,Partnership,Philippines,Cebu,Toledo,6000
986,Medium,Real Estate,Commercial,Cooperative,Philippines,Zamboanga,Dipolog,7000
987,Large,N/A,Private School,N/A,Philippines,metro manila,Unknown,7100
988,Small,Retail Trade,Electronics Store,Sole Proprietorship,Philippines,Zamboanga,Dipolog,7100
989,Medium,Import/Export,,Corporation,Pilipinas,Cebu,Lapu-Lapu,6045
990,med,Technology,Software Development,Corporation,Philippines,Iloilo,Iloilo City,6100
991,MEDIUM,Real Estate,Development,LLC,Philippines,metro manila,Panabo,8119
992,large ,RETAIL TRADE,,LLC,PHILIPPINES,Metro Manila,Pasig,1400
993,Medium,Agriculture,Livestock,Cooperative,Philippines,Cebu,Lapu-Lapu,6000
994,lg,Healthcare,misc,N/A,Philippines,Iloilo,Roxas,5800
995,Micro,Education,other, LLC,ph,CEBU,Dipolog,7000
996,Medium,manufacturing,IT Services,coop,philippines,Zamboanga,Pagadian,7016
997,Small,Retail Trade,Clothing,Sole Proprietorship,Philippines,Metro Manila,Unknown,1770
998,Medium,Transportation,Public Transport,PARTNERSHIP,Philippines,Iloilo,Bacolod,5000
999,Micro,N/A,TEXTILES,Sole Proprietorship,Pilipinas,CEBU,Unknown,7016
1000,Large,Education,Online Education,PARTNERSHIP,Philippines,Unknown,Muntinlupa,1770
1001,,manufacturing, software,PARTNERSHIP,Philippines, Davao,Zamboanga City,7000
1002,Small,Real Estate,Real Estate Brokerage, LLC,Philippines,Cebu,QUEZON CITY,6000
1003,Large,Healthcare,N/A,Partnership,Philippines,Iloilo,N/A,5600
1004,Medium,construction ,N/A,Inc.,Philippines,Iloilo,Kalibo,5600
1005,Medium,Agriculture,Livestock,corporation,N/A,N/A,Muntinlupa,1400
1006,Medium,Transportation,,LLC,PH,Zamboanga,Pagadian,7016
1007,Small,Real Estate,grocery ,LLC,Philippines,, cebu city,6015
1008,Medium,Telecommunications,Mobile Services,Sole Proprietorship,Philippines,Metro Manila,Caloocan,1100
1009,Unknown,Transportation,Delivery Services,LLC,Philippines,,Quezon City,1300
1010,Medium,food&beverage,,Sole Proprietorship,Philippines,Zamboanga,Pagadian,7100
1011,Micro,Technology,grocery ,Corporation,Philippines,N/A,Samal,8100
1012,med,Healthcare,Dental,Corporation,philippines,Davao,N/A,8100
1013,Unknown,Agriculture,TEXTILES,Corporation,Philippines,,QUEZON CITY,5600
1014,Micro,Financial Services,Investment, LLC,Philippines,Iloilo,Iloilo City,6100
1015,N/A,Import/Export, software,Sole Proprietorship,Pilipinas,Zamboanga,davao ,7000
1016,Small,Food & Beverage,grocery ,Partnership,,N/A,Dipolog,7100
1017,Large,Financial Services,Investment,coop,Philippines,metro manila,Mandaue,6014
1018,Small,Financial Services, software,Partnership,Philippines,Metro Manila,Taguig,1000
1019,Large,manufacturing,,Cooperative,Pilipinas,CEBU,Pagadian,7000
1020, Small,Retail Trade,Hardware,Corporation,Philippines,Davao,Davao City,8002
1021,N/A,Healthcare,Dental,Corporation,Philippines,,Lapu-Lapu,6045
1022,Micro,Healthcare,other,Cooperative,Philippines,metro manila,QUEZON CITY,6000
1023,Small,Import/Export,other,PARTNERSHIP,Philippines,iloilo ,Kalibo,6100
1024,Unknown,Construction,,Partnership,Philippines,Iloilo,manila,5000
1025,Small,Financial Services,Remittance,Partnership,Philippines,Iloilo,Kalibo,5800
1026,Large,Import/Export,Industrial Equipment,LLC,Philippines,CEBU,Las Piñas,1000
1027,,,Web Design,LLC,Philippines,Cebu,Talisay,6045
1028,Unknown,Financial Services,Remittance,Partnership, Philippines,Davao,Panabo,8002
1029,Small,food&beverage,Electronics,Partnership,PHILIPPINES,Zamboanga,Pagadian,7000
1030,Medium,Import/Export,other,LLC,Philippines,Cebu,Toledo,6014
1031,,Technology, software,Sole Proprietorship,ph,metro manila,Toledo,6000
1032,Small,Retail Trade,,Sole Proprietorship, Philippines,Zamboanga,Zamboanga City,7100
1033,Large,Technology,Software Development,N/A,Philippines,Iloilo,Bacolod,5600
1034,Small,Tourism & Hospitality,Event Planning,N/A,Philippines,Metro Manila,Pasay,1100
1035,Medium,Technology,,Corporation,Pilipinas,Davao,Samal,8100
