client_uuid,company_size,industry,subindustry,company_type,segment,country,province,city,annual_revenue,employee_count,year_established
UP4ARYZ,NULL,Technology,Cloud Services,,Segment 5,Philippines,Zamboanga del Norte,Baliguian,54387917,60.0,1996
VVG0EHF,Micro (<10),CHEMICALS,industrial chemicals,Corporatio,Segment 1,Philippines,Compostela Valley,Montevista,3850354,8.278388084880813,2005
5C7MWMX,Micro (<10),Medi,Publishing,Cooperativ,Segment 1,PHILIPPINES,pangasinan,Alaminos,850950,2.342797198727327,1989
K48BQTT,Micro (<10),N/A,Aviation Fuel,,Segment 4,Philippines,Zamboanga Sibugay,Kabasalan,3519360,8.0,1983
DPU0OQD,Micro_(<10),textiles,Textile_Trading,llc,Segment 2,Philippines,  Davao del Norte,Santo  Tomas,653898,1.0,1990
45UIDJN,small (10-49),energy,Power Generation,Partnership,Segment 4,Philippines,Iloilo,Balasan,36188106,41.0,1989
R18QSYD,small (10-49),Water,Water Services,Sole Proprietorship,Segment 4,Philippines,Palawan,Aborlan,12325205,32.0,1982
FO496GS,Micro (<10),Logistics,Third-party Logistics,Partnership,Segment 1,PHILIPPINES,cebu,Lapu-Lapu,1816517,3.0,1984
QMOH5GM,Micro  (<10),Telecommunications,Mobile  Services,Corporation,Segment 4,Philippines,south cotabato,General Santos,1819285,5.0,1983
HGDB958,Small (10-49),CONSTRUCTION,PLUMBING SERVICES,Cooperativ,Segment 2,Philippines,Cavite,Carmona,22520294,31.0,1984
Q1WYN4M,Medium (50-249,,Property  Management,sole proprietorship,Segment 2,Philippines,  Albay,Ligao,149457777,224.0,1986
3227UFP,large (250+),Textiles,,  Corporation,Segment 3,PHILIPPINES,Basilan,  Tipo-Tipo,535690138,919.0,2007
EMX45O9,Small (10-49),Pharmaceutical,Health Supplements,Sole Proprietorship,Segment 4,Philippines,Sarangani,Alabel,29892135,44.0,1990
CGYQXT4,  Small (10-49),NULL,BOOKKEEPING,Cooperativ,Segment 1,Philippines,CAMARINES SUR,Bato,26217588,25.0,2007
BFCBXME,Small  (10-49),Agriculture,N/A,Cooperative,Segment 2,Philippines,Cavite,Imus,19981222,32.0,2002
GCLHLHK,Small (10-49),Retail,ONLINE RETAIL,Partnership,Segment 3,  Philippines,Sultan Kudarat,Tacurong,6773954,21.0,2000
OQGDJQO,Small (10-49),Marine,Marine_Construction,Partnershi,Segment 3,philippines,ALBAY,Guinobatan,12059402,27.0,2015
KRJII2L,,Real Estat,Real Estate Brokerage,Partnership,Segment 3,Philippines,Bukidnon,Kadingilan,21994607,27.4297492108483,2011
OB58YVM,Small (10-49),Retail,NULL,,Segment 1,philippines,Davao_Oriental,Cateel,6096255,12.0,1982
7Q9SFX6,small (10-49),construction,  Building Materials,Corporation,Segment 1,Philippines,Ilocos_Sur,Galimuyod,9181937,23.323469335209598,1996
NAHW4VY,Micro (<10,Manufacturing,GARMENT PRODUCTION,Sole Proprietorship,Segment 2,philippines,negros oriental,canlaon,2518433,4.0,1980
0P5OPNC,Small (10-49),Security,Security Consulting,Cooperative,Segment 4,Philippines,lanao del norte,Iligan,14205876,42.78607140541667,1991
02YN8L0,Small (10-49),Automotive,Auto_Sales,Sole  Proprietorship,Segment 1,Philippines,Batangas,Nasugbu,25430172,36.0,2017
G68JR8D,Micro (<10),beauty & wellness,Cosmetics Retail,Corporation,Segment 1,  Philippines,camarines sur,Baao,653701,2.0,1996
YBFG9FZ,Large_(250+),Beauty  &  Wellness,Spa Services,LLC,Segment 5,Philippines,EASTERN SAMAR,Can-avid,1127827648,1848.0,1984
ZLJ0RPB,Micro  (<10),Technology,SOFTWARE DEVELOPMENT,Partnership,Segment 1,Philippines,Bukidnon,KIBAWE,2590555,2.0,1997
ERBSQSC,Large_(250+),agriculture,VEGETABLE FARMING,Corporation,Segment 5,Philippines,antique,Culasi,253132723,550.0,2016
MC9LYPK,Micro (<10),Education,primary education,Corporatio,Segment 3,Philippines,negros oriental,Bacong,6212992,9.344974295182597,2010
OOKWW8A,Small (10-49),FURNITURE,INTERIOR DESIGN,LLC,Segment 4,Philippines,Maguindanao,Barira,30388492,46.0,2001
P6EFM1R,Medium (50-249),Media,Publishing,Sole_Proprietorship,Segment 1,Philippines,  Basilan,Akbar,115303703,154.0,1996
NDEL5DU,Small (10-49,Hospitalit,  Food Service,llc,Segment 1,Philippines,La Union,san fernando,21786031,45.88717568666199,2002
X9FZR7J,micro (<10),Telecommunication,CABLE TV,Sole_Proprietorship,Segment 3,Philippines,DAVAO DEL NORTE,Asuncion,3594910,7.0,2018
J5GJPXD,MEDIUM (50-249),Entertainment,  Event Management,Partnership,Segment 4,Philippines,Compostela Valley,Maco,76712949,177.86774541458345,2006
TGPQ0ON,Micro (<10),mining,mineral processing,Partnership,Segment 3,philippines,Isabela,Alicia,7894393,9.0,2006
84HBNRG,small (10-49),Professional Service,technical services,Cooperative,Segment 1,Philippines,Ilocos Norte,Pagudpud,4642333,14.0,1999
0I9RLP2,Small  (10-49),Chemicals,Specialty Chemicals,Sole Proprietorship,Segment 3,Philippines,  Bulacan,Pandi,17969687,44.0,1999
P4JVNFK,Micro (<10),  Construction,Electrical Installation,Partnership,Segment 3,Philippines,Maguindanao,Datu  Blah  T.  Sinsuat,1912591,2.0,1980
FQ4NXRT,MICRO (<10),Security,Security Equipment,LLC,Segment 3,Philippines,Nueva Ecija,CARRANGLAN,2785726,7.0,1983
4NYGMB8,Small (10-49),N/A,Water Distribution,  LLC,Segment 3,Philippines,Rizal,Binangonan,10920582,20.0,2014
2PZSHTW,NULL,  Construction,Concrete_Work,NULL,Segment 4,Philippines,ilocos sur,Bantay,120046906,234.0,1989
HBZ2TKN,Small (10-49),Construction,Electrical Installation,Corporation,Segment 3,Philippines,davao del norte,New Corella,15386315,25.0,2011
A0QUEK9,micro (<10),Educatio,Vocational Training,sole proprietorship,Segment 1,Philippines,Ilocos Sur,bantay,1801413,5.0,1994
GBDSEB1,Micro (<10),Education,Educational Materials,corporation,Segment 2,Philippines,Eastern Samar,balangiga,333736,1.5053815137738713,2006
9PYRLPH,micro (<10),Retail,Clothing & Apparel,llc,Segment 1,Philippines,Cagayan,Ballesteros,2551765,6.0,2017
5I54US5,small (10-49),Retail,Department Stores,LLC,Segment 2,philippines,masbate,Cawayan,4745491,13.0,1992
YPC0OD4,Micro (<10),Chemical,Chemical Processing,cooperative,Segment 2,Philippines,Palawan,puerto princesa,6595520,9.0,2005
KMD4DJ2,Small  (10-49),Mining,Stone_Quarrying,LLC,Segment 1,Philippines,Tawi-Tawi,Simunul,36368101,39.85858634627514,1996
J7XFLTM,Micro  (<10),  Media,Television_Production,Cooperativ,Segment 1,Philippines,Tarlac,Capas,5466215,8.628579512094575,1985
89L3EGB,Micro (<10,marine,Marine Transportation,cooperative,Segment 1,Philippines,Misamis Occidental,Aloran,4134324,8.0,1989
66CX49K,Large  (250+),transportation,passenger transport,Cooperative,Segment 4,Philippines,Antique,Bugasong,720794032,1081.0,2010
KDDIEMK,N/A,Healthcare,veterinary services,cooperative,Segment 4,Philippines,Pampanga,San Fernando,62937236,147.28553403530282,1992
YS9Y6TM,micro (<10),Aviation,,Corporation,Segment 1,Philippines,Bohol,Tagbilaran,3209330,6.0,1998
R4O0RA3,N/A,Energy,N/A,Cooperative,Segment 5,Philippines,Leyte,Baybay,102725531,147.0,2018
XGS1K93,Micro (<10),Waste Management,Cleaning Services,  Partnership,Segment 2,Philippines,sulu,omar,1283672,3.894971965139476,1996
D7C1LJM,NULL,Telecommunications,Telecommunications Equipment,sole proprietorship,Segment 1,Philippines,Leyte,Maasin,16273397,36.0,1985
OMNNJ0M,SMALL (10-49),Mining,Limestone Mining,Sole Proprietorship,Segment 1,Philippines,Bukidnon,Kibawe,31832529,32.0,2010
0FH5M8B,Small (10-49),energy,Energy Efficiency,Corporation,Segment 2,philippines,Palawan,BALABAC,32848040,40.0,2017
SO297XN,SMALL (10-49),Aviation,  Aviation Services,Corporation,Segment 3,philippines,CAVITE,Bacoor,16392670,38.862181061071695,2004
FIXFA16,Small (10-49),N/A,event management,Corporation,Segment 3,Philippines,Lanao_del_Sur,Butig,21919004,44.469975143984634,2014
68D95OU,  Micro (<10),Real Estate,,Corporation,Segment 1,Philippines,masbate,Esperanza,1874023,3.0,2006
W1UXT5N,Medium (50-249),Medi,Broadcasting,Corporation,Segment 1,Philippines,Palawan,Agutaya,35692965,75.59499914887078,1988
MHZN11Q,  Medium (50-249),Furniture,outdoor furniture,Partnership,Segment 2,Philippines,Sarangani,maasim,42326534,123.0,1981
FT9FC9P,Micro (<10),Aviation,Aviation Services,SOLE PROPRIETORSHIP,Segment 1,philippines,Camarines Sur,Naga,2728127,9.0,2003
V62IETR,Micro (<10),water,WATER TREATMENT,Partnership,Segment 1,Philippines,Bohol,Batuan,2155766,6.0,2012
2M96GZ6,Medium  (50-249),NULL,Electronics Retail,LLC,Segment 1,Philippines,Tawi-Tawi,simunul,115716067,201.0,1986
9BM698M,medium (50-249),Logistics,Warehousing,Sole_Proprietorship,Segment 4,Philippines,Maguindanao,Datu Abdullah Sangki,32768605,69.0,1999
BAXISV4,Medium  (50-249),Energy,  Energy Storage,LLC,Segment 4,Philippines,Iloilo,Anilao,73953376,55.0,1988
CE14JEO,SMALL (10-49),  Chemicals,Cleaning Products,SOLE PROPRIETORSHIP,Segment 2,Philippines,Eastern Samar,Giporlos,29096161,37.103460712717,2000
XWPLP7N,Small (10-49),Technology,Cloud_Services,LLC,Segment 4,philippines,Masbate,masbate city,56882504,48.66306656291257,2010
K1C9EUH,Micro (<10),telecommunications,INTERNET SERVICES,Corporation,Segment 1,Philippines,basilan,ISABELA CITY,651460,2.0,2002
M9ABMYV,Small (10-49),Marine,Marine Insurance,Corporation,Segment 2,  Philippines,Basilan,tabuan-lasa,12463662,17.337090288527943,1987
XFTFY2C,Micro (<10,Pharmaceutical,Medical Technology,corporation,Segment 1,Philippines,Davao Oriental,Mati,2945957,6.0,1985
DBKON8C,Micro (<10),Media,Publishing,LLC,Segment 3,Philippines,Davao  del  Sur,kiblawan,1310696,2.3680542041195465,1993
6HSNVQ8,  Small (10-49),Chemicals,  Specialty Chemicals,Cooperative,Segment 5,Philippines,Sultan  Kudarat,Tacurong,15193225,29.0,2015
QL8OV10,Small (10-49),NULL,Auto Accessories,Corporatio,Segment 3,Philippines,Northern Samar,Catubig,21872324,35.0,1991
YMPL3WZ,NULL,Finance,Tax Services,Partnershi,Segment 2,philippines,  Cebu,Toledo,7710220,8.811385319358221,2014
BKSJJ4H,Small (10-49,Transportation,NULL,partnership,Segment 3,  Philippines,Samar,calbayog,17378988,44.0,2015
81I0D16,Small (10-49),Chemicals,Agricultural Chemicals,Sole Proprietorship,Segment 1,Philippines,Ilocos Norte,Dingras,13020309,22.0,1983
C4DYSCS,Large_(250+),Agriculture,Livestock Farming,Sole Proprietorship,Segment 4,Philippines,Eastern Samar,Dolores,532225504,1051.0,1987
CEVKNO9,Micro (<10),Beauty_&_Wellness,,corporation,Segment 2,Philippines,albay,daraga,3173910,9.0,2005
QIO1V3J,Small (10-49),Pharmaceutical,medical technology,CORPORATION,Segment 2,Philippines,  Basilan,Tipo-Tipo,6536868,15.0,2015
HASJG5K,Small (10-49),LOGISTICS,third-party logistics,LLC,Segment 2,Philippines,Compostela  Valley,Mabini,21161688,37.24795436981831,2001
IQ8OBNG,Medium (50-249),Water,Water Treatment,Cooperative,Segment 3,Philippines,Tawi-Tawi,Bongao,37751518,68.42084665508412,1986
C2JNHBN,small (10-49),FINANCE,NULL,Cooperativ,Segment 1,Philippines,Davao del Norte,Samal,37665676,49.60044918748115,2009
NVOTZU4,  Small (10-49),Education,Tutorial Services,Sole Proprietorship,Segment 3,PHILIPPINES,Sultan Kudarat,Isulan,25789785,42.0,2000
JNZ5LIR,Micro  (<10),Retail,grocery stores,Sole Proprietorshi,Segment 1,Philippines,Cebu,BOGO,1032605,3.0,2007
J1BYA0G,Small (10-49),Water,Irrigation  Systems,LLC,Segment 3,Philippines,Zamboanga del Norte,baliguian,21161802,44.0,1995
1KX6JMB,Small_(10-49),Hospitality,Hotels & Lodging,Cooperative,Segment 4,Philippines,zamboanga del norte,Bacungan,8883221,13.0,2006
LELA2Z6,Small  (10-49),Agriculture,Vegetable Farming,Cooperative,Segment 4,  Philippines,Sulu,Jolo,10901130,30.470470499551407,1988
0BTTC6H,micro (<10),Mining,limestone mining,Sole Proprietorship,Segment 2,Philippines,Bulacan,  Plaridel,1591302,2.0,2016
VC3KWMZ,MICRO (<10),manufacturing,Garment Production,Sole Proprietorship,Segment 2,philippines,Negros Occidental,CADIZ,4675835,8.46964323010183,1993
TIB8INN,Medium (50-249),Agriculture,Sugar  Production,Sole Proprietorshi,Segment 1,Philippines,metro manila,pasay,48054480,120.66766868722102,2014
LDX4YSR,Micro (<10),furniture,Furniture Repair,Cooperative,Segment 3,Philippines,Misamis_Occidental,Ozamiz,3100047,5.0,2002
ZLS0U1G,Micro (<10),water,Water Purification,Partnership,Segment 1,Philippines,Nueva Ecija,Gabaldon,4582541,7.2841225367524185,2014
QKFOE7L,Micro  (<10),Education,Primary Education,N/A,Segment 2,Philippines,DAVAO ORIENTAL,mati,338016,1.1715469012028643,2001
EEDHES0,Micro  (<10),technology,IT Consulting,Partnership,Segment 1,Philippines,Pampanga,Floridablanca,7889917,6.0,1984
TN2416C,NULL,Aviation,Aviation_Insurance,Cooperative,Segment 1,Philippines,  Bulacan,Malolos,2139870,4.6409996256946435,1988
TDNWEN1,Micro (<10,ENTERTAINMENT,Amusement  Parks,Cooperative,Segment 3,Philippines,Ilocos Sur,Vigan,1876641,4.0,1993
F5W4ZYG,Micro_(<10),Hospitality,restaurants,LLC,Segment 1,philippines,Davao del Sur,Magsaysay,5045305,7.0,2016
WB3W661,Small (10-49),PHARMACEUTICAL,Laboratory  Equipment,Sole Proprietorshi,Segment 3,Philippines,aklan,Ibajay,13697967,21.0,1998
3AKQU1D,Medium_(50-249),Retail,Grocery Stores,Cooperative,Segment 1,Philippines,Lanao del Norte,Bayang,101026023,128.0,1991
9QL7HRT,Micro (<10),Mining,Copper  Mining,llc,Segment 1,Philippines,Nueva Ecija,Cuyapo,4621754,7.0,1982
L5PFVU4,micro (<10),Minin,  Stone Quarrying,Sole Proprietorship,Segment 2,Philippines,Masbate,Cataingan,3396212,7.0,1991
AO8NMGP,Micro (<10,Professional Services,Architectural Services,Sole Proprietorship,Segment 1,  Philippines,  Sultan Kudarat,  Bagumbayan,3324366,7.0,2013
FHSTB0G,Micro_(<10),Security,  Security Equipment,Cooperative,Segment 1,Philippines,Davao del Sur,Sulop,1404358,4.0,1985
IHGM65U,small (10-49),media,Marketing Communications,,Segment 3,philippines,MASBATE,Baleno,16082374,32.0,2003
X35KOBJ,Micro_(<10),Real_Estate,Residential Sales,Partnershi,Segment 1,Philippines,Cebu,Naga,2805247,4.850797794866156,1981
1LWAIUF,Medium (50-249),Real Estate,Commercial  Real  Estate,PARTNERSHIP,Segment 4,PHILIPPINES,Eastern Samar,Hernani,103311032,154.0,2010
IZWADNK,micro (<10),PROFESSIONAL SERVICES,HR Services,Corporation,Segment 1,Philippines,Sultan  Kudarat,LEBAK,2140093,5.0,2016
1NQK5SC,small (10-49),Aviation,aviation services,Sole_Proprietorship,Segment 1,Philippines,Albay,Ligao,8103643,14.0,2002
8CNO03U,Micro  (<10),Healthcare,  Dental Services,Sole Proprietorship,Segment 3,Philippines,Antique,Pandan,674095,1.0,1983
9X8L472,Micro (<10),logistics,,Sole Proprietorship,Segment 1,Philippines,davao del norte,Santo Tomas,1782830,4.0,2009
A2PX7GR,Micro (<10),logistics,Supply Chain Management,Corporatio,Segment 1,Philippines,Nueva Ecija,Cabiao,1183021,2.0,1993
2BNWACP,Small (10-49),Hospitality,resort management,Partnership,Segment 2,philippines,Zamboanga_del_Sur,Pagadian,24947600,37.0,2005
VMBMUVY,Micro  (<10),water,Water_Drilling,,Segment 1,Philippines,Davao del Sur,Hagonoy,2793930,5.0,2005
FDOHP6K,Small (10-49),Entertainment,film production,Partnership,Segment 4,Philippines,Isabela,Santiago,6071689,16.0,1986
5U5OZGX,  Micro (<10),Pharmaceutical,medical devices,Partnership,Segment 1,Philippines,Compostela Valley,Laak,3780226,8.801567486867697,1997
8N7CWM6,Micro (<10),Healthcare,Physical Therapy,Corporation,Segment 3,Philippines,Rizal,Taytay,2663963,3.0,1989
JV4LSN7,NULL,Pharmaceutical,  Medical Supplies,LLC,Segment 4,Philippines,Davao_Oriental,Cateel,2765498,4.87712911321599,2015
NNJG0BD,N/A,N/A,  Environmental Services,Corporation,Segment 2,philippines,Lanao del Norte,Linamon,11520601,15.135564609411908,1989
ZI390AZ,Medium (50-249),Aviatio,Airport Services,llc,Segment 4,Philippines,Pangasinan,Alaminos,65582392,122.0,1984
XJ0WBID,Micro (<10),Textiles,  Fabric Printing,  Sole Proprietorship,Segment 2,Philippines,Eastern Samar,Can-avid,652992,2.0,2003
0XIXZLA,medium (50-249),Pharmaceutical,Pharmaceutical Research,Partnership,Segment 5,Philippines,Metro Manila,Pasig,26969456,89.0,2001
35106QM,Micro (<10),Water,Water Services,Sole Proprietorship,Segment 1,Philippines,Isabela,Cabatuan,6180182,8.0,2002
PQASZDL,  Medium (50-249),Education,educational materials,Cooperative,Segment 3,Philippines,Palawan,Balabac,101315878,180.0,1981
7KOUYCX,Small  (10-49),Water,Water Services,cooperative,Segment 2,Philippines,Leyte,Tacloban,16165368,25.0,1997
MM6RKB3,Small (10-49),Agriculture,Aquaculture,LLC,Segment 2,Philippines,  Isabela,Cabagan,12545977,26.0,1990
BMWTB9Q,Micro (<10),NULL,Hotels_&_Lodging,Cooperative,Segment 3,Philippines,Maguindanao,Datu Hoffer Ampatuan,2834650,5.0,1988
J10MAVW,  Micro (<10),N/A,NULL,partnership,Segment 3,Philippines,Basilan,Lamitan,7127948,9.0,1995
F2OCCJ5,SMALL (10-49),Aviation,Aviation Fuel,Cooperative,Segment 1,Philippines,Basilan,  Lamitan,24563413,47.76488541093572,2006
IEAPYYS,micro (<10),Water,Water Drilling,LLC,Segment 1,Philippines,Sultan Kudarat,Tacurong,1932943,6.0,2009
E2RNJPH,SMALL (10-49),Entertainment,  Concert Production,Corporation,Segment 3,PHILIPPINES,BATANGAS,Nasugbu,17914818,32.0,1985
ANZ8IHU,Small (10-49),media,Broadcasting,corporation,Segment 3,PHILIPPINES,Davao Oriental,Governor Generoso,5760602,19.0,1999
A5N9DDA,Medium (50-249),  Real Estate,Construction_Development,LLC,Segment 5,Philippines,zamboanga del sur,Aurora,136545538,146.45263518826084,1986
R1QCVP1,SMALL (10-49),Construction,Electrical Installation,  Partnership,Segment 3,philippines,  Ilocos Norte,Laoag,11215879,12.564236468691991,2010
UL9NUS0,Medium (50-249),Professional Service,consulting services,Sole Proprietorship,Segment 5,Philippines,Masbate,Cataingan,171238748,249.0,1984
49A3HZP,Large (250+),Construction,General Contracting,LLC,Segment 3,Philippines,Cebu,cebu city,1223394546,1900.0,1984
Q3K8TLF,Micro (<10),Sports,sports coaching,Corporation,Segment 1,Philippines,Davao_del_Sur,  Malalag,2334596,5.0,2000
EB20JI6,  Micro (<10),Waste Management,Cleaning Services,LLC,Segment 1,Philippines,Albay,Guinobatan,2103209,7.501837945826786,2004
W0NKXXP,Medium (50-249),Finance,  Financial Planning,Partnershi,Segment 3,philippines,Batangas,Nasugbu,230029727,195.0,1984
9NVLUVS,Micro_(<10),agriculture,Coffee Production,Sole Proprietorship,Segment 3,Philippines,Northern Samar,Lapinig,2724401,4.0,1993
LANVXME,micro (<10),Mining,,Partnership,Segment 1,PHILIPPINES,Zamboanga del Sur,  Guipos,2353766,3.0,2000
1MVUZLB,  Micro (<10),Entertainment,Event Management,CORPORATION,Segment 2,Philippines,Zamboanga del Sur,Guipos,958731,2.0,1998
8PIV0LE,Micro (<10),Retail,ELECTRONICS RETAIL,Partnership,Segment 5,philippines,Bukidnon,Kadingilan,3367339,7.5384603192834225,2015
V4F65PY,Small  (10-49),Waste Management,waste processing,llc,Segment 2,Philippines,Zamboanga del Sur,aurora,11678693,28.0,1995
5SYEL6K,Micro (<10),Telecommunications,Internet Services,  Sole Proprietorship,Segment 2,PHILIPPINES,Tawi-Tawi,South Ubian,2305562,5.329588855356124,2015
KEGTFLO,  Micro (<10),TELECOMMUNICATIONS,Telecommunications_Equipment,partnership,Segment 2,Philippines,Misamis Occidental,CLARIN,4541789,6.0,2014
ZSL9VGT,Micro (<10),,Marketing Services,Sole  Proprietorship,Segment 1,Philippines,Albay,legazpi,3778469,7.0,2017
GGRUABX,Micro_(<10),Healthcare,Pharmacy,Corporation,Segment 2,Philippines,Ilocos_Sur,Vigan,2680019,4.730704126355443,1999
VUPQB64,Small_(10-49),Energy,N/A,LLC,Segment 2,PHILIPPINES,Davao_Oriental,mati,22805655,33.559482938766976,1988
51CZUKB,Micro (<10),Water,Water Drilling,LLC,Segment 1,Philippines,Cebu,Toledo,6680707,9.744857499624036,2008
XZDUXUP,small (10-49),Real  Estate,property management,sole proprietorship,Segment 3,Philippines,cavite,Imus,9667990,12.106706395406924,2013
UU0J8N2,Micro (<10),retail,Grocery Stores,LLC,Segment 2,Philippines,Metro_Manila,Makati,1909310,3.0,1997
7F000J0,Medium (50-249,Hospitalit,ENTERTAINMENT VENUES,Corporation,Segment 4,Philippines,South Cotabato,Santo Niño,136514275,181.57355507126547,2001
S6RHBF2,Micro (<10),chemicals,Industrial  Chemicals,Corporation,Segment 4,Philippines,Laguna,Los Baños,4884501,8.0,2008
P38KFRG,Micro (<10),Furniture,Home Furniture,PARTNERSHIP,Segment 1,Philippines,La Union,Balaoan,4821389,9.0,1984
C37Z9CC,Small (10-49),Media,Public Relations,Sole Proprietorship,Segment 3,Philippines,Davao del Sur,Sulop,26094165,44.0,2007
WE8XYW7,micro (<10),Agriculture,aquaculture,Partnership,Segment 2,Philippines,LA UNION,  Bauang,2123009,3.0,1989
02FYOWX,  Large (250+),  Professional Services,MARKETING SERVICES,Partnership,Segment 4,Philippines,Davao  Oriental,Mati,959350972,1441.0,2010
G1T72BB,small (10-49),Entertainmen,concert production,NULL,Segment 1,Philippines,Cagayan,Gattaran,18995542,26.0,1994
ZY9FDNV,small (10-49),Telecommunications,  Wireless Services,Corporation,Segment 3,Philippines,Aklan,Batan,29970507,40.11286239221929,1984
12F0TVB,Medium  (50-249),Technology,N/A,LLC,Segment 3,Philippines,Albay,Camalig,339561540,236.0,2018
GQA2S6P,Micro (<10),AGRICULTURE,Livestock_Farming,Sole Proprietorship,Segment 1,Philippines,Bukidnon,Damulog,1505069,2.0,1993
KCLFFTO,Small  (10-49),marine,Port_Services,N/A,Segment 1,Philippines,sorsogon,  Juban,22858547,37.0,2012
GT37D2F,Medium_(50-249),Waste_Management,  Environmental Consulting,  Corporation,Segment 3,Philippines,Lanao  del  Norte,Baloi,24752112,65.88408681558103,1995
1OD5SVB,Medium  (50-249),security,personal protection,Corporation,Segment 3,Philippines,  Batangas,Santo_Tomas,94153320,118.0,1991
DDIRKFP,  Small (10-49),Transportation,bus services,Partnership,Segment 1,philippines,Batangas,Tanauan,13670369,34.0,1980
0GQBAR4,Small (10-49),Professional_Services,NULL,LLC,Segment 3,Philippines,La Union,Aringay,13549494,26.0,1989
56G23SM,NULL,Healthcare,Medical Supplies,Corporation,Segment 2,Philippines,TAWI-TAWI,Tandubas,1311329,2.7522329858339125,1986
DRL5MST,Medium  (50-249),  Security,Security Training,Partnership,Segment 3,Philippines,Bukidnon,Cabanglasan,46751819,116.0,1992
XFY1S0F,Medium  (50-249),Furniture,Interior Design,LLC,Segment 1,Philippines,Albay,  Legazpi,74359171,243.4150040792828,1987
H57UT0W,Medium_(50-249),Healthcare,Mental Health Services,  Cooperative,Segment 4,Philippines,Isabela,Angadanan,111912233,134.0,2015
IE1SO0A,Small (10-49),mining,MINERAL PROCESSING,Cooperative,Segment 1,Philippines,Misamis_Oriental,Balingasag,24224712,24.0,1991
186VD09,  Micro (<10),Security,Security  Equipment,Partnership,Segment 2,Philippines,Misamis Oriental,Balingasag,640243,2.0,1999
83F6657,small (10-49),education,N/A,  LLC,Segment 1,philippines,bohol,baclayon,26978600,45.0,2009
OY0YRT9,Medium_(50-249),Technology,Data Processing,LLC,Segment 1,Philippines,Bohol,Anda,162315632,216.0,1982
XBF6C96,Micro (<10),N/A,N/A,  LLC,Segment 2,Philippines,  Laguna,San  Pedro,5365227,7.0,1984
0R0ODF1,Micro (<10),technology,  Software Development,Cooperative,Segment 1,Philippines,  Lanao del Sur,bayang,860559,1.0,2001
TM8KEIF,Medium (50-249,Security,Surveillance Systems,  Partnership,Segment 4,Philippines,Lanao del Sur,Buadiposo-Buntong,124527304,247.57767504676747,2001
X0YD5JV,Micro  (<10),Chemicals,Paint & Coatings,Cooperative,Segment 1,Philippines,  Albay,Malilipot,420131,1.0,2004
ESU91QW,small (10-49),Media,  Print Media,corporation,Segment 2,philippines,  La Union,Agoo,10999009,33.0,2005
NQ7JVQ8,MICRO (<10),retail,Grocery Stores,LLC,Segment 1,Philippines,Bohol,bien unido,1081342,2.0,2001
PX2M082,Small (10-49,Real Estate,property maintenance,LLC,Segment 1,Philippines,Cebu,mandaue,15239487,14.0,2017
TFDWELZ,Micro (<10),Aviation,Charter Services,PARTNERSHIP,Segment 1,philippines,Northern Samar,las navas,1447140,2.0,2004
Z7VXAKO,Micro (<10,N/A,Supply Chain Management,Partnership,Segment 2,philippines,Iloilo,ILOILO CITY,5710119,9.0,1982
HYSM4DF,  Small (10-49),Mining,Limestone Mining,LLC,Segment 2,Philippines,Zamboanga del Sur,dumingag,11072664,22.0,2001
VEG7O85,Small (10-49),Education,N/A,  LLC,Segment 2,Philippines,Maguindanao,datu hoffer ampatuan,16146659,39.0,2002
VK4XEHM,Small (10-49,furniture,OFFICE FURNITURE,Partnership,Segment 2,Philippines,Compostela Valley,New Bataan,24844807,35.0,2007
CINK9NV,Small (10-49),NULL,Digital_Media,Sole  Proprietorship,Segment 2,Philippines,Negros  Occidental,Sagay,10245616,21.605624421101844,2000
5EJJRTK,small (10-49),Water,Water Purification,Partnership,Segment 1,Philippines,Bukidnon,Kalilangan,10182342,20.0,1992
9KJQ93M,Micro_(<10),Agricultur,corn production,Cooperative,Segment 2,Philippines,Pangasinan,Lingayen,2035768,3.491970920527464,1983
ZQOZX0M,Small (10-49),Education,tutorial services,LLC,Segment 5,Philippines,Batangas,  Tanauan,32267700,42.0,2009
1C6ZUX3,,water,Bottled Water,Partnership,Segment 2,Philippines,Compostela Valley,Maco,1087882,2.0,2006
9ISQH5J,Micro  (<10),HOSPITALITY,FOOD SERVICE,Sole Proprietorship,Segment 3,Philippines,Metro_Manila,pateros,5292239,8.0,1999
OC3MDVB,Micro  (<10),Securit,Surveillance Systems,Sole  Proprietorship,Segment 1,Philippines,Rizal,Antipolo,3960533,6.0,2017
PTQCF0U,Micro  (<10),Logistics,Warehousing,corporation,Segment 3,philippines,Zamboanga del Sur,Zamboanga  City,3487647,7.302557833156925,1991
SEN3DT5,Medium  (50-249),Finance,Accounting Services,LLC,Segment 3,Philippines,Compostela Valley,Laak,101084876,137.45158248763346,2017
737WQVI,Micro_(<10),  Waste Management,SANITATION SERVICES,LLC,Segment 2,Philippines,Camarines Sur,Bato,1229849,2.0,1998
D2QQ789,  Medium (50-249),Beauty & Wellness,  Spa Services,N/A,Segment 5,PHILIPPINES,Aklan,BATAN,136058724,211.13681445448756,1999
VQIMRJO,Micro (<10),Transportatio,,LLC,Segment 1,Philippines,Sulu,Old Panamao,4523717,6.5368484997152825,1987
KSN7NNU,Micro  (<10),Entertainment,Gaming,LLC,Segment 1,  Philippines,Ilocos Sur,banayoyo,3240233,7.0,2007
