client_uuid,loan_uuid,loan_type,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due
BU82G2W,UNAR53E,Equipment Financing,2020-02/14,203769564,2021/06-14,2021/08-07,22972.9,24
NVOTZU4,P29BCLE,Trade Financing,2020-02/15,282426238,2021-08/08,2021/08-08,36242.13,4
SL918W7,EVT0G21,Equipment Financing,2020-02/29,222201964,2022/02/18,2022/02-18,93557.2,461
6CZSBVZ,G8CV7J4,Term Loan,2020/01-19,183855183,2020/07-17,2020/07/17,6012.79,12
JPMVBZE,OH64IGM,Term Loan,2020-03/12,153447881,2021/08/28,2021/03-07,22702.35,8
L4QU6O5,ZVN40JN,Term Loan,2020-03-24,167110846,2021/03-19,2021-03/19,23736.89,11
S6DVL28,8YMP9RO,Working Capital,2020-03-16,229533871,2023/01-16,2023/03/01,19124.35,14
BKC6JC7,8NKUBS4,Business Line of Credit,2020-02-21,294897050,2021/08/20,2022-02/10,7958.19,2
E1JLCAA,T1VV2L5,Working Capital,2020-01/06,293649886,2021/03-13,2020-12/31,66520.35,64
X0CLGTO,JGCSRKY,Equipment Financing,2020-03/27,386516340,2022-05/27,2022/03/17,333680.65,391
300KRGB,ZHQ0GL9,Term Loan,2020/03/25,212704146,2023/08/31,2023/03/10,20945.54,14
9A3KYKE,LSUE2JP,Working Capital,2020/02-27,123802506,2021/06/12,2021/08-20,10693.15,64
99CA0C9,O43J9TG,Business Line of Credit,2020-01/17,127079286,2020/11-17,2021-01-11,18166.99,14
4A7UOZE,D153OVG,Equipment Financing,2020-03-07,187439853,2023/02-20,2023/02/20,9052.0,12
2J4M4B2,WS8H1EY,Equipment Financing,2020/01-05,235248326,2021/01/12,2020/07-03,22055.1,89
D2P2IPB,AXLGNYX,Working Capital,2020-01-03,285288392,2023/07-17,2022-12-18,30371.79,27
6PKCB3G,751SB3S,Term Loan,2020-03-20,222287352,2021-11/28,2021-09/11,56860.08,61
SON60Y2,XQAC9FV,Trade Financing,2020/01/22,216079451,2022-01-11,2022/01-11,16882.13,12
5J1Z20J,7JU7CSR,Equipment Financing,2020-02/19,173580659,2023/02-03,2023-02/03,38247.18,33
MOWFU88,VDJX2DO,Equipment Financing,2020/02-17,162372611,2022-03/24,2022-02-06,6671.27,0
GA7R9W6,DGQO2UC,Term Loan,2020/01/08,149230186,2023-06-26,2022/12-23,7777.69,12
2CYRK3Y,HCJPQD3,Term Loan,2020/03/26,246319260,2021-09/17,2021-09/17,9354.26,0
VSMC08I,MN6HBZ6,Equipment Financing,2020/01/24,207523369,2021/08/31,2021-01-18,6143.68,4
IMVPHXL,Z7ONKQJ,Equipment Financing,2020/01-08,105534315,2022/12-23,2022-12/23,3395.64,1
DVK7PIP,RKYGOSB,Business Line of Credit,2020/01/06,270962845,2021-12/26,2021/12/26,9750.51,5
SQJGFGW,RLPYP4P,Business Line of Credit,2020-03-23,219224043,2021-09-14,2021-09-14,10429.3,0
0SPY1U4,LVTZ954,Business Line of Credit,2020/01-20,235756551,2021/04-04,2021/01-14,104043.54,150
WB1K3VQ,A1INLMU,Business Line of Credit,2020-03-19,241200883,2021-03-14,2021-03/14,11930.31,2
50MQ1Y9,I00HIA4,Term Loan,2020-03-11,306111667,2022-03/01,2022-03/01,80431.99,60
NNBMC3R,UWQC723,Working Capital,2020/01/22,155551391,2023-01/06,2023-01-06,5450.77,16
L6ASBWH,9A1C89R,Business Line of Credit,2020/01-10,388127225,2021/12/30,2021-12-30,274338.35,101
A3WBDZN,2WLRIJF,Working Capital,2020/02-09,153061991,2021-02/11,2020/08-07,10519.27,0
RT5V8D1,G9CZG1K,Business Line of Credit,2020-02/08,259024890,2020-06-13,2020/08/06,215147.4,89
2VFGM6D,S14PHSY,Trade Financing,2020-03-15,268429109,2021/03-10,2021-03/10,30582.85,1
0YKV83D,I8A7D4C,Term Loan,2020-02-23,450447620,2021/06-22,2021/02-17,334215.94,83
S75YV06,P1AA2BS,Equipment Financing,2020/01-08,267737791,2022-12-23,2022-12-23,34625.62,39
Y2G82PH,KL63VWA,Business Line of Credit,2020-03/14,275186287,2022-07-14,2021-09/05,38570.88,17
9RMR2WC,MIJZEW5,Business Line of Credit,2020-02-01,285552767,2021-01/26,2021-01/26,116769.32,80
99B2P0I,WL9IXOJ,Equipment Financing,2020-02/05,230842613,2020/08-03,2020/08/03,49415.18,45
LJS6JGJ,KQ1LOGZ,Business Line of Credit,2020/03-28,208719628,2023/03/13,2023-03-13,7473.08,1
PTVOLIO,2IALW1L,Working Capital,2020-02-18,252214344,2021/07-11,2021/02-12,25473.83,15
I9G0YRH,TT3KAC9,Trade Financing,2020-03-11,182513600,2021/05/28,2021-03/06,13360.62,1
WCJWECD,B3JBOKN,Trade Financing,2020/03/22,274055712,2022/09-26,2023/03/07,36801.91,10
BQ6YE1R,7YWW52V,Trade Financing,2020-01-01,265741837,2021-06/24,2021-06-24,100399.2,172
45EY43W,K0EPUV7,Term Loan,2020-02/28,91859855,2023-02-12,2023-02/12,12922.17,10
UIMMSG6,LR2PXG9,Equipment Financing,2020/02-05,118767875,2021/01-30,2021/01/30,17780.17,40
KKMNHYR,E5X282H,Working Capital,2020/03/11,130007944,2020/09-07,2020-09/07,16061.9,24
6Z0Z8TX,PC2MW1J,Equipment Financing,2020-01-15,307842424,2022/12/26,2022-01/04,11658.39,1
NYOBXNG,Z9WSPOK,Working Capital,2020/03/23,264089900,2023-01-21,2023-03-08,24267.43,0
I85UAMS,MW1P1DZ,Trade Financing,2020-03/08,183781289,2025/02-10,2025-02-10,27637.81,80
GXVPFGR,R136Q02,Term Loan,2020-03/05,159440669,2022-02-23,2022-02-23,16392.37,0
BKC6JC7,4FZYCKZ,Trade Financing,2020/01/01,168667542,2021/06/24,2021/06/24,13782.11,2
9QL7HRT,EA02P59,Business Line of Credit,2020/01-21,153827202,2023/01/05,2023/01/05,13461.43,8
FGUGBIC,QUNKMOX,Equipment Financing,2020-02/21,90309727,2023/02/05,2023-02-05,9541.84,1
V9WRE72,SCJ0MSH,Working Capital,2020-01/07,201559318,2022/03/28,2021/12/27,21867.56,4
BA1D3GV,FUPRPU0,Business Line of Credit,2020/01/20,235659668,2021/07/13,2021-07/13,21287.94,12
J42M7HL,8UC37VT,Business Line of Credit,2020-03-21,300692787,2022/03/11,2021/09-12,19905.33,3
NTOSMR5,IXF2O2B,Business Line of Credit,2020-03/15,259101247,2024/09/05,2024-02-23,36088.64,0
1LZHEK8,04TNCAI,Business Line of Credit,2020-03-09,286324547,2023/02-22,2023/02-22,41433.45,49
KDOL0D8,JRWQLG9,Business Line of Credit,2020-02-12,279810397,2022/02-01,2022/02-01,30806.07,11
5ZCOU3N,OG9A6MK,Term Loan,2020-03-04,341162784,2023/02-17,2023-02/17,230394.29,406
K6IRAF7,IPFDG3G,Term Loan,2020/03/05,222030366,2022-02/23,2022-02/23,16887.94,12
GXHMC7M,QEOUNIH,Working Capital,2020-01/03,94348434,2020/12-28,2020-12-28,9534.32,14
0DXM4NT,E1M3T2F,Working Capital,2020-03/15,274965427,2021/03/10,2021/03-10,12641.49,27
ELORDOW,CWXA0RU,Trade Financing,2020/01-12,129273111,2023/12/22,2023/12-22,38237.9,49
213WRA8,D5BST5X,Business Line of Credit,2020/02-03,173212832,2022-03/26,2022-01/23,22233.28,43
ERBSQSC,CNU2Y4O,Business Line of Credit,2020/01/20,176905060,2021/07-13,2021-07/13,15010.23,5
VMYKJY8,VLKV37A,Working Capital,2020-02/26,165218343,2023/05/09,2023-02/10,24357.09,12
037A7GA,175M6KH,Term Loan,2020/03/25,442327512,2021-09-14,2021-03-20,215917.24,233
DVK7PIP,8VDJYK2,Equipment Financing,2020/03-05,256755529,2025/02/07,2025-02-07,40066.69,43
K7JKIBU,8RYRBXN,Term Loan,2020-01/04,101397904,2020-12-29,2020/12/29,3034.56,7
1SIJN0R,IKV1G2L,Trade Financing,2020/02-06,295576873,2022/01-26,2022-01/26,34823.31,15
U99TMB0,G6BWWJY,Equipment Financing,2020/02/27,288822158,2023/02-11,2023/02-11,117578.99,179
Q7IWHM7,53MPYZL,Trade Financing,2020/01-10,200372091,2020-12/22,2020/07/08,21736.22,10
1E94NYD,OQ0NKZA,Working Capital,2020/03/14,161126268,2023/05/05,2023/02/27,47320.92,82
0728XBP,IJLE44X,Business Line of Credit,2020/02/14,118471478,2022/03/23,2022/02-03,7982.2,10
AVEU22B,53G1TUA,Equipment Financing,2020-02/22,243457928,2022-02/11,2022/02/11,30968.28,2
71PWWHI,KFYAD5S,Term Loan,2020-01-29,154222124,2021/01/23,2021-01/23,22475.65,76
2YQJ49S,QPQZ7D8,Trade Financing,2020-01-11,72755022,2021-01-05,2021-01-05,6584.47,5
X9FXL43,3WTSM4R,Trade Financing,2020-02/16,85275917,2022-11/21,2022/02/05,4274.12,4
S30TNLW,OXIRPLI,Term Loan,2020-02-06,299021145,2020-10-10,2021-01/31,9408.04,11
TNBV183,3DOHY8B,Equipment Financing,2020/01-27,246049138,2021-07-12,2021/01-21,144724.01,697
SV9AS2S,6PKCLGB,Term Loan,2020-01-20,355456309,2022-07-23,2022/01-09,263050.36,75
4V9SNN2,T5K8QTW,Equipment Financing,2020-03/10,119027324,2021/12/12,2021-09-01,8756.3,8
1Q8216Y,5VPN5Y3,Business Line of Credit,2020-02-21,150358299,2023-02/05,2023-02-05,5011.89,0
RWUKDY5,S34UHTB,Business Line of Credit,2020-03/06,298464479,2021-03/01,2021/03/01,53553.22,56
CEVKNO9,734O8L9,Trade Financing,2020-03-07,185777243,2021/10/31,2022-02/25,17376.75,12
EHXT8FE,U8GJBK0,Working Capital,2020-03/23,293229513,2021/03/18,2021-03-18,24343.31,12
A2EU73T,TMZZLIK,Equipment Financing,2020/02/20,121427231,2020-08/18,2020/08/18,7983.59,13
MP175XE,J5XG6KT,Trade Financing,2020/03-03,421411459,2022-02-21,2022/02-21,136421.81,238
ICXAFED,BQ1RO8N,Working Capital,2020/01-08,178153044,2021-01/02,2021-01-02,14010.64,11
40CEEGM,0HCQBAY,Working Capital,2020/03-29,94614452,2021-03-24,2021-03-24,13865.16,2
XS9L72S,26KQEJ8,Term Loan,2020/02-05,144906578,2021-07-29,2021-07-29,15158.86,0
9R8H3ZF,G6PUV38,Trade Financing,2020-01/07,208523399,2020/07-05,2020-07/05,12460.14,3
4B6GU2T,N5WVN76,Equipment Financing,2020-02-03,157414336,2023-01/18,2023-01-18,3010.11,2
SSVIM4C,H42IM9Z,Working Capital,2020/02/29,450508377,2022-05-02,2022-02-18,197820.73,75
MVJBFVJ,OF2WUTM,Equipment Financing,2020/03-05,150008535,2021/02-28,2021-02/28,21920.3,7
FYHKAF1,ZAU5ACT,Trade Financing,2020/03/01,246380839,2023-02-14,2023-02/14,6575.52,16
R52TSPK,9LPHZBF,Equipment Financing,2020-01-09,315866470,2021/01-03,2021-01-03,31918.6,28
5Y4DETY,DWD5A7Y,Term Loan,2020-01-02,100190150,2020/12/27,2020/12-27,22271.84,60
JPQUU3A,LM9OWI0,Term Loan,2020-01/16,174592183,2020/07-14,2020/07/14,10850.3,8
608P17A,GZ4CJVE,Trade Financing,2020-01/03,128801012,2021/10/15,2021-06-26,11900.4,7
2T96VHX,M5ENIB4,Term Loan,2020-03-13,136373485,2021/06-18,2021/03/08,7712.51,3
ELNWT8E,39JAXLS,Business Line of Credit,2020-03-24,337302243,2022-03/14,2022/03/14,197342.02,172
RP1HRS5,SLV7C5M,Term Loan,2020-02-14,335998428,2021-02/08,2021/02/08,245502.6,34
S9F1ASC,7Y1JURD,Trade Financing,2020/03-21,85004152,2021/03-16,2021/03/16,10438.25,3
YEHP4PC,MH2FV63,Working Capital,2020-02/10,239177013,2021/02-04,2021/02-04,20907.2,20
70F0TUW,KMBFL6I,Trade Financing,2020/02/18,108003189,2020-03-27,2020/08/16,13164.99,10
WIFLOCA,RN7PFM3,Trade Financing,2020/01-01,168330094,2022/08-15,2021/12/21,18784.83,11
J7VVGOS,6Z4CIB4,Business Line of Credit,2020-02-20,295993141,2023/02/04,2023/02-04,126863.5,183
ZIE8ACI,9Q232NK,Equipment Financing,2020/03-24,298383195,2022/10-02,2023-03-09,7851.46,4
AYZ8ODO,9NYW65S,Trade Financing,2020/03-17,110055795,2021-03-12,2021/03-12,10090.96,5
I85UAMS,987U5RB,Equipment Financing,2020-02/02,136071341,2021/01/27,2021-01/27,6953.16,24
TNV2Q3H,VKRGI7Q,Trade Financing,2020-03-13,166270920,2021/09-04,2021-09-04,13632.42,87
XO67V27,BE5LITU,Business Line of Credit,2020/01-24,130727998,2021-01/18,2021-01-18,2708.04,4
LSR1535,4RFKBYU,Working Capital,2020/01-22,268469340,2022-05-05,2022-01/11,28559.87,34
NKB33DM,P6529MN,Equipment Financing,2020/02-07,202028133,2021/07/31,2021-07-31,25850.7,60
2VFGM6D,W49021L,Term Loan,2020/02/26,264856754,2021-02-20,2021/02-20,14719.62,29
0PJLVPL,5KAT32C,Working Capital,2020-02/27,216870115,2023-02/11,2023-02-11,30809.6,8
1VM9VDR,1BSJ0NC,Trade Financing,2020-02-07,314853304,2021/07/31,2021-07/31,17878.39,19
DGD1JQZ,3O2LT6L,Term Loan,2020-03-02,300273235,2022-02/20,2022-02-20,22242.3,4
V5OFFFL,670F2LQ,Trade Financing,2020/03/08,76989958,2022-02-26,2022-02/26,7167.66,11
4SNXNLP,BDMUC0D,Trade Financing,2020/01-17,222536949,2020-08/18,2021/01-11,94536.06,40
EOJLD5T,15VNSJY,Business Line of Credit,2020/01-22,178423167,2023-01-06,2023/01/06,13587.42,7
V4YN70B,DWEV26F,Business Line of Credit,2020/03-19,174366397,2020/09/15,2020-09-15,45698.06,59
R4VNR8Q,3MWGIJG,Equipment Financing,2020-02-24,264052132,2021-08/17,2021/08/17,53060.45,74
SOITTDJ,4SA8EBL,Business Line of Credit,2020-02-02,283653696,2022/05-19,2022/01-22,126408.2,73
FL80UUD,E97A0RI,Working Capital,2020-01-13,184724666,2021/01-07,2021-01-07,8714.2,3
PY6FDT3,0ODKQDK,Equipment Financing,2020-01/18,224064088,2020/07-26,2021/01-12,15139.99,15
CNZAXFD,T83OOG4,Working Capital,2020/02-27,302866907,2021-01/14,2021/02/21,22808.35,6
6UIY7KW,C013W57,Term Loan,2020-01-02,147841804,2020/07-08,2020/12/27,3073.92,9
5XJMM9V,GSJQBKV,Term Loan,2020-01-13,316899341,2021-07/06,2021/07/06,51666.81,34
66J4JUC,TTQNFEV,Working Capital,2020-03/15,190530257,2022/07-08,2022/03/05,3838.66,26
OLPCEQU,1AAECD0,Equipment Financing,2020-02-07,177556146,2022-01/27,2022-01/27,3172.86,0
S30TNLW,IHHDBL3,Business Line of Credit,2020/02/21,171253004,2023-02/05,2023/02/05,15461.08,11
ETR70NM,T9R6P1P,Trade Financing,2020-02-07,274646862,2023-01-22,2023-01/22,35683.57,6
5R5Y8K9,VVR0M0Q,Equipment Financing,2020/03-10,258142270,2021-12/02,2022/02/28,22209.74,3
QTK6FRB,UNI70SU,Trade Financing,2020/01/30,435116297,2021-07/23,2021/07-23,174596.23,188
BRODOZM,771VPOG,Trade Financing,2020-01-29,292560363,2021/01-23,2021/01-23,22552.91,2
JWHFPD9,0ZKU2RB,Trade Financing,2020-02/19,424730112,2021/08-12,2021-08/12,163474.89,238
JPQUU3A,0KPNI3B,Term Loan,2020/01/24,155890482,2022/01-13,2022-01/13,19354.14,2
77LIEQ1,SSYCDL9,Working Capital,2020/01/14,300112310,2021/01/08,2021-01/08,32462.04,1
SUAH8Y8,A005MES,Trade Financing,2020/03/15,203570051,2022-05/03,2022/03-05,26110.21,22
KCMHJ23,LY29MBV,Term Loan,2020/01-18,294704926,2020-07/16,2020/07/16,39979.24,8
8NRJO6S,UBKO1AJ,Term Loan,2020/01/15,129434856,2021-10/02,2021-01/09,2938.21,21
NAHW4VY,XD0426K,Equipment Financing,2020-01/28,113084620,2021/09-10,2022/01/17,19299.22,34
45EY43W,N9PO163,Trade Financing,2020/02-21,266702457,2020/11/22,2020-08/19,36540.78,6
XM6IZMU,BJ3TMH2,Working Capital,2020/01-26,354332302,2023/01-10,2023/01-10,195119.66,65
RT5V8D1,UMMUEAD,Equipment Financing,2020-01-14,404135908,2022-12/29,2022-12-29,342386.44,46
EIOSKAP,6MUP962,Term Loan,2020/01-03,141037826,2023/05/20,2022/12-18,12330.29,6
VO91B6V,OBFLPCK,Trade Financing,2020-01-06,323879022,2021-12-26,2021/12/26,184538.69,292
V84ZXEU,GOEM8M5,Business Line of Credit,2020-01-07,89238267,2022/12-22,2022/12-22,6081.97,1
ZW7GJRN,RVMQBCB,Working Capital,2020/03-19,174160315,2023/03/04,2023/03/04,20755.81,9
0MWP3DP,SKKLG2Y,Working Capital,2020-02/07,171427065,2021/02-01,2021/02/01,9458.99,3
XFXAO2A,UOYQ5CH,Term Loan,2020/02/23,88850735,2021/08-16,2021/08-16,7041.96,0
I1WLILI,KWL61G1,Equipment Financing,2020-01-22,187410296,2021/07-15,2021/07/15,7411.18,4
K6IRAF7,CVSJPAV,Working Capital,2020-02-29,288799990,2021/02/23,2021/02-23,57836.99,76
TBYRIEQ,PEEGTR8,Equipment Financing,2020/02/23,263802535,2022-02/12,2022-02-12,22624.63,33
W5BF4YP,S3FI0BQ,Business Line of Credit,2020-02/19,254964836,2020/08/17,2020/08-17,193644.0,227
I7WLG5S,INB6YI3,Business Line of Credit,2020-01/11,258296626,2021/01-05,2021-01-05,9933.54,0
VS1RKM1,10Z7T6V,Trade Financing,2020-01-10,266115412,2021-01-04,2021-01-04,38325.07,79
7IHYZ4D,DMEJ51Y,Business Line of Credit,2020-02/18,367094584,2023-06/12,2023/02/02,145696.96,53
ID2GOJI,OXCSOI1,Equipment Financing,2020-03-03,150326278,2021-08-17,2020-08/30,13772.06,12
J4A9TMJ,NJ13EL0,Business Line of Credit,2020/01-28,179454396,2022-03/28,2022/01-17,3233.0,9
V7X134O,NF1J91V,Equipment Financing,2020/01-27,388227392,2020-07/25,2020/07/25,217123.13,170
H8EMME6,TE8H1WE,Equipment Financing,2020/03/16,318469995,2021-09-07,2021/09-07,94089.47,57
RANHBO7,030DRZK,Business Line of Credit,2020-02-21,297800255,2021/08/14,2021/08-14,12871.87,21
4S490N9,JRGV0IM,Business Line of Credit,2020-02-03,364974653,2020-06/13,2020/08/01,322372.91,182
WDOL9NJ,QQ5C777,Business Line of Credit,2020-01-20,85433557,2023-01-04,2023-01/04,6794.71,64
EM4CXYI,MKJE3B1,Term Loan,2020-03/16,261183410,2021/03/11,2021/03/11,230312.54,528
CO4KSOT,3E5KX87,Equipment Financing,2020-03/04,250237274,2023/02-17,2023-02-17,11683.75,27
2YQJ49S,OBTFLLB,Term Loan,2020-03-15,132952202,2020/11-25,2021-03-10,2453.24,21
W39OZG3,JQP5D01,Trade Financing,2020/01-27,122705594,2022/01-16,2022/01-16,16467.98,5
TL9I6F5,JD0SWCF,Equipment Financing,2020/03-29,199088802,2022-01-28,2022-03/19,17453.98,5
QH7WRJE,69FI3RK,Equipment Financing,2020/03/01,176651357,2021/02/24,2021-02/24,7215.39,16
9FNCXS7,SHL1538,Business Line of Credit,2020-03/05,80861993,2021/02-28,2021-02-28,1432.19,10
U99TMB0,9AQGT69,Term Loan,2020-03-10,434063721,2021-03-05,2021/03-05,184740.69,126
3ABUMYM,WLSJXT1,Trade Financing,2020-01-30,280052605,2022-03-21,2022-01-19,9358.78,5
R6WXS8X,JDS0AU6,Equipment Financing,2020/03-30,312698068,2022/05-14,2021-09/21,234689.84,558
UVAUTI0,M2S87KD,Working Capital,2020-02/04,138754508,2022-01/24,2022/01/24,12078.6,20
BT1O8AX,0ZKILAD,Trade Financing,2020/02-24,136886636,2023-02/08,2023-02-08,19568.72,33
K8LSI1P,EH39VI7,Trade Financing,2020-01-26,311379474,2021-10-11,2021/01-20,174138.04,179
IJZ5NV6,V4740SO,Trade Financing,2020-03/02,232197333,2020/10-15,2020-08/29,5255.22,14
FA3K4PO,IU5I1AA,Equipment Financing,2020-03-19,87121620,2021/03/14,2021-03-14,12743.46,6
MTECTO1,QSNXTNB,Trade Financing,2020-01/22,199542838,2022/04-06,2022-01/11,58715.47,36
OH3934E,KE113OJ,Trade Financing,2020/02-27,270759227,2021/07/22,2020-08/25,31932.32,23
EKOCEWI,SSORGK1,Working Capital,2020-01-22,285582325,2022/03-20,2022/01-11,24642.23,3
APIISGB,KSE51HH,Trade Financing,2020-01-31,313635698,2023-01-15,2023/01/15,23782.16,1
G112XGR,MVYGL54,Business Line of Credit,2020-03/13,172367159,2021/08/15,2021-03-08,26511.25,34
PE91SUN,9YMDQ8U,Working Capital,2020-02/15,252894167,2021-08-08,2021-08/08,11098.23,7
HBEEA44,GFJHOI6,Equipment Financing,2020-02/18,207065228,2021/03-18,2021-02-12,24186.16,7
IWNRLN0,185D98I,Working Capital,2020-02/13,162376716,2022-02-02,2022-02/02,38204.03,82
H3IK5MD,M3XTBGF,Working Capital,2020/03-30,323897906,2024/03/09,2024/03/09,106995.06,345
9SDO9ZI,7A78ZE0,Term Loan,2020-01/01,142498461,2021/12-21,2021/12-21,36458.71,58
32OKGS3,AMTN0BL,Working Capital,2020/03/13,219673153,2021-06-16,2021-09-04,179158.09,351
NQ7JVQ8,BWUGW59,Business Line of Credit,2020-03/01,205454343,2022/04-25,2022/02/19,10759.69,0
PAFV3HC,UJLEN7P,Trade Financing,2020-02/22,272878337,2021/08-15,2021-08-15,30075.7,13
Q4KZDHX,31AVRGD,Working Capital,2020/03/17,114066586,2021-03/12,2021/03/12,7103.35,10
SM6EIHC,H0FLOZN,Working Capital,2020-03/08,250533671,2023/01-09,2023-02-21,22363.15,67
QOIP0N2,Q0EXTEL,Working Capital,2020-03-27,246869359,2022-03/17,2022-03/17,31982.2,13
RT5V8D1,VR5IGC2,Trade Financing,2020/02-08,293292733,2023/01/23,2023/01-23,133421.57,61
G1PT372,0O51NBU,Term Loan,2020/01/26,220655941,2023/06-20,2023/01-10,31686.31,15
MIO8X6P,12Y1COO,Working Capital,2020-03/01,272103273,2021/02-24,2021/02/24,159456.8,338
4ZKUN0J,C92XR85,Working Capital,2020/02-29,277013106,2021-02/23,2021/02/23,29604.47,1
LXSI8D5,10XKPEJ,Business Line of Credit,2020-03-12,102209914,2020/09-08,2020-09-08,14599.8,7
M0R2OBQ,QK36AS8,Equipment Financing,2020/02-12,228121679,2021-05-16,2021-02/06,16804.1,4
OCOPWSJ,CH1IPJ5,Term Loan,2020-01-11,168179022,2021-01/05,2021/01-05,18445.31,12
DKCXZGH,VZC3JWH,Working Capital,2020/01-28,219408778,2021-01-22,2021-01-22,18640.48,8
0GZQUPY,J1495JB,Term Loan,2020-02-16,156776386,2021-03/10,2020/08/14,22790.0,10
WECJSNU,MUXFPOR,Trade Financing,2020/01-30,232681748,2021-01-24,2021/01-24,104396.48,280
EDWU6XP,0OSCXYG,Term Loan,2020-02/02,282737413,2022-01/22,2022/01/22,33876.88,2
6PKCB3G,P4KLPXW,Equipment Financing,2020/02-11,248795524,2021-08-19,2021-02/05,66796.96,46
O13OHO7,GP7Y5S5,Business Line of Credit,2020/01-16,231784348,2023/12/26,2023/12-26,32533.99,20
JPVC87R,IXI4Y7R,Trade Financing,2020-03-01,310813776,2022-02/19,2022/02/19,5344.66,0
XBFBQGC,JFHTL57,Business Line of Credit,2020-03-21,300057301,2021-04/13,2020-09/17,8776.22,6
5AX8XNN,ME0QXNV,Term Loan,2020-03-26,149208018,2022/03/16,2022/03/16,22329.29,10
WY3PPWL,EF4JUPN,Working Capital,2020-01-25,88523139,2022-01/14,2022/01-14,2178.74,4
391EGQL,16HIHV4,Equipment Financing,2020/01/18,230901728,2022/01-07,2022-01/07,28163.79,7
40IZFGM,G0CGFUC,Business Line of Credit,2020-03/17,263403509,2023-03/02,2023/03-02,5892.87,0
E1D2K5N,QGST0Z8,Working Capital,2020/01/13,218478537,2022/01/02,2022-01-02,10841.34,4
ZJ34VWZ,XFYSAH7,Working Capital,2020-01-31,263903524,2022-01-20,2022-01-20,219044.7,61
1SCSTYK,4Q2UCI9,Equipment Financing,2020-03-20,298624582,2023-03-05,2023-03/05,24491.1,1
EKOCEWI,55NSIPH,Working Capital,2020/02/21,235254073,2021/08/14,2021/08-14,24764.64,3
7KPNA4L,BC78G6B,Business Line of Credit,2020-03-14,113137167,2020-09/10,2020-09-10,16113.0,0
OB9X793,S4AXZRO,Working Capital,2020/02/10,73483286,2023/01/25,2023-01-25,7488.55,1
P8OCWB6,LN4FLHH,Equipment Financing,2020-03/19,184222189,2022-03-09,2022-03/09,16706.46,30
QW7UEOB,PXWZI7O,Business Line of Credit,2020-01/03,317911687,2021-12-23,2021/12/23,41073.93,8
PVMS1UZ,PW6PLPQ,Trade Financing,2020-01-21,159586814,2021/09/29,2021/07/14,21790.19,11
QUZ1VC1,O40VEX5,Term Loan,2020-03-10,272108199,2025-02-12,2025-02/12,37313.52,43
270ZETH,SHX9YV9,Term Loan,2020-03-25,308551804,2021/09-16,2021/09-16,7989.6,0
7AFFPAE,EQHSZAP,Equipment Financing,2020/01/24,106417756,2021-09/26,2021-07/17,10790.65,2
K0M9OVY,JER8WBA,Term Loan,2020/03-14,113068199,2022-03/04,2022/03/04,14204.81,68
28K6KIN,ABLIEI7,Business Line of Credit,2020-02/03,78705936,2021/07-27,2021/07/27,9269.32,61
5HMKTRF,S4EOFH7,Term Loan,2020/03/23,226381890,2023-03-08,2023/03-08,6846.78,5
I85UAMS,I9HKVMO,Equipment Financing,2020/02/16,315058565,2020/06-24,2020/08/14,37449.85,12
MHZN11Q,DWSTIY3,Trade Financing,2020-02-11,125662167,2023/01/26,2023/01-26,24928.93,79
1WME51O,0GRXIJG,Business Line of Credit,2020/01/10,314538024,2021-03/19,2021-01-04,65882.96,84
MGO5LYM,MLD0QA9,Equipment Financing,2020/02-15,166767650,2021-02-09,2021/02/09,11416.68,0
VMYURSM,WCEYURA,Business Line of Credit,2020-02-19,208951162,2022-02-09,2021/08/12,20396.89,23
3PMMB5I,7QR2W25,Term Loan,2020/03-19,193411294,2021-10-29,2021-09/10,12346.26,22
LQ0F92H,XO0BBH4,Trade Financing,2020/02/01,296025983,2021-04/08,2021/01/26,37658.19,16
DGD1JQZ,MOUNQR6,Working Capital,2020/02-03,152360000,2020/10/25,2021-01/28,21496.46,8
C4WLHUU,JYO4EG1,Term Loan,2020/03/21,307697920,2021/04/26,2021-03/16,44713.39,60
XQ8C622,T0NT6PJ,Business Line of Credit,2020-03/21,328346313,2023/03-06,2023/03/06,276512.08,138
JWYXTOU,KKGM7X3,Business Line of Credit,2020/01/19,247995829,2021-01/13,2021-01/13,43485.0,80
7F9NX6S,DSO7C5I,Equipment Financing,2020/03-19,251531237,2022-10-20,2022-03-09,23488.81,20
SO297XN,GL9OFKA,Equipment Financing,2020-02/23,190198556,2025-01/27,2025/01-27,10250.01,14
EAKDQD5,N0BGSZD,Term Loan,2020-01/07,226408163,2021/01-01,2021/01-01,33273.11,0
II6HA60,CDGLR4B,Business Line of Credit,2020-02-26,192500758,2021/02/20,2021-02/20,29475.3,52
IINVD3L,N7LV47P,Equipment Financing,2020-03/24,255084708,2021/09/15,2021-09/15,17554.16,7
BQ6YE1R,ZEWJ9IK,Term Loan,2020/01-02,298106504,2022-12-17,2022-12/17,127533.07,175
XAGYEL9,CC1BFOZ,Working Capital,2020-03-06,161865206,2023-06-14,2023/02/19,21245.99,13
DG9VLXH,UKJZN4O,Trade Financing,2020-02/14,271943991,2022/02/03,2022-02-03,23366.0,1
NQNAPHS,YH4GXF2,Trade Financing,2020/03/26,126126877,2021/03-21,2021/03-21,5847.47,5
